Codigo,Marca,Modelo,Años,Año_Inicio,Año_Fin,Motor,Cilindros,Tipo,Sistema,Referencias_Cruzadas,Imagen
SD39225,BMW,CKP,BMW,,,328IS,96-99,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/2.png
SD39225,BMW,CKP,BMW,,,528I,97-98,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/2.png
SD39225,BMW,CKP,BMW,,,M3,96-99,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/2.png
SDU5160,BMW,CMP,BMW,,,320I,05,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/3.png
SDU5160,BMW,CMP,BMW,,,323TI,99-00,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/3.png
SDU5160,BMW,CMP,BMW,,,330I,01-05,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/3.png
SDU5160,BMW,CMP,BMW,,,M5,2003,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/3.png
SDU5160,BMW,CMP,BMW,,,X5,2004,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/3.png
SDU5161,BMW,CMP,BMW,,,323CI,00,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/4.png
SDU5161,BMW,CMP,BMW,,,323IS,99,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/4.png
SDU5161,BMW,CMP,BMW,,,325CI,01-06,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/4.png
SDU5161,BMW,CMP,BMW,,,328I,99-00,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/4.png
SDU5161,BMW,CMP,BMW,,,528I,99-00,Sensor de Posición de Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/4.png
SD0128,BMW,CTS,BMW,,,328I,99-00,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/5.png
SD0128,BMW,CTS,BMW,,,540I,99-03,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/5.png
SD0128,BMW,CTS,BMW,,,M3,01-06,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/5.png
SD0128,BMW,CTS,BMW,,,325I,06,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/5.png
SD0128,BMW,CTS,BMW,,,128I,08-10,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/5.png
SD0471,BMW,CTS,BMW,,,330XI,01-06,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/6.png
SD0471,BMW,CTS,BMW,,,328I xDrive,09-13,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/6.png
SD0471,BMW,CTS,BMW,,,328XI,09-13,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/6.png
SD0471,BMW,CTS,BMW,,,xDrive28I Top Line,10-11,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/6.png
SD0574,BMW,CTS,BMW,,,328I,96-98,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/7.png
SD0574,BMW,CTS,BMW,,,318I,96-99,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/7.png
SD0574,BMW,CTS,BMW,,,M3,96-99,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/7.png
SD0574,BMW,CTS,BMW,,,540I,97-03,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/7.png
SD0574,BMW,CTS,BMW,,,X5,00-06,Sensor de Temperatura de Refrigerante (CTS),SISTEMA DE ENFRIAMIENTO Y EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/7.png
SD60449,BMW,OS,BMW,,,528E,87,Sensor de Oxígeno (OS),SISTEMA DE CONTROL DE EMISIONES - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/8.png
SD4065,BMW,RP,BMW,,,323I,98-00,Regulador de Presión de Combustible (RP),SISTEMA DE ALIMENTACIÓN DE COMBUSTIBLE - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/9.png
SD4065,BMW,RP,BMW,,,328I,96-99,Regulador de Presión de Combustible (RP),SISTEMA DE ALIMENTACIÓN DE COMBUSTIBLE - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/9.png
SD4065,BMW,RP,BMW,,,328IS,96-97,Regulador de Presión de Combustible (RP),SISTEMA DE ALIMENTACIÓN DE COMBUSTIBLE - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/9.png
SD4065,BMW,RP,BMW,,,528I,97-99,Regulador de Presión de Combustible (RP),SISTEMA DE ALIMENTACIÓN DE COMBUSTIBLE - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/9.png
SD4065,BMW,RP,BMW,,,540I,94-95,Regulador de Presión de Combustible (RP),SISTEMA DE ALIMENTACIÓN DE COMBUSTIBLE - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/9.png
SD4065,BMW,RP,BMW,,,750IL,96-01,Regulador de Presión de Combustible (RP),SISTEMA DE ALIMENTACIÓN DE COMBUSTIBLE - LÍNEA BMW,,/web/4/css/assets/product/sensores/bmw/9.png
SD22199,Cadillac,CKP,Cadillac,,,Deville,00-05,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CADILLAC,,/web/4/css/assets/product/sensores/cadillac/1.png
SD22199,Cadillac,CKP,Cadillac,,,Seville,00-04,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CADILLAC,,/web/4/css/assets/product/sensores/cadillac/1.png
SD22199,Cadillac,CKP,Cadillac,,,Eldorado,00-02,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CADILLAC,,/web/4/css/assets/product/sensores/cadillac/1.png
SD11000,Cadillac,OS,Cadillac,,,Deville,92-94,Sensor de Oxígeno (OS),SISTEMA DE CONTROL DE EMISIONES - LÍNEA CADILLAC,,/web/4/css/assets/product/sensores/cadillac/2.png
SD22011,Chrysler / Dodge,CKP,Chrysler,,,Grand Voyager,91-03,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/1.png
SD22011,Chrysler / Dodge,CKP,Chrysler,,,Town & Country,93,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/1.png
SD22011,Chrysler / Dodge,CKP,Chrysler,,,Voyager,91-03,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/1.png
SD22011,Chrysler / Dodge,CKP,Chrysler,,,New Yorker,91-03,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/1.png
SD22011,Chrysler / Dodge,CKP,Dodge,,,Caravan,90-03,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/1.png
SD22328,Chrysler / Dodge,CKP,Chrysler,,,Town & Country,08-10,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/10.png
SD22328,Chrysler / Dodge,CKP,Chrysler,,,Voyager,08,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/10.png
SD22328,Chrysler / Dodge,CKP,Chrysler,,,Town & Country,08-10,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/10.png
SD22328,Chrysler / Dodge,CKP,Dodge,,,Grand Caravan,08-10,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/10.png
SD22328,Chrysler / Dodge,CKP,Dodge,,,Journey,09-10,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/10.png
SD22328,Chrysler / Dodge,CKP,Dodge,,,Nitro,07-11,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/10.png
SD14984,Dodge / Hyundai,TPS,Dodge,,,Atos,00-06,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE AIRE Y COMBUSTIÓN - LÍNEA SENSORES DE POSICIÓN (TPS),,/web/4/css/assets/product/sensores/chrysler/100.png
SD14984,Dodge / Hyundai,TPS,Dodge,,,Atos,06-11,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE AIRE Y COMBUSTIÓN - LÍNEA SENSORES DE POSICIÓN (TPS),,/web/4/css/assets/product/sensores/chrysler/100.png
SD34903,Dodge / Chrysler,TPS,Dodge,,,B150,92-94,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE AIRE Y COMBUSTIÓN - LÍNEA SENSORES DE POSICIÓN (TPS),,/web/4/css/assets/product/sensores/chrysler/101.png
SD34903,Dodge / Chrysler,TPS,Dodge,,,B2500,95-96,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE AIRE Y COMBUSTIÓN - LÍNEA SENSORES DE POSICIÓN (TPS),,/web/4/css/assets/product/sensores/chrysler/101.png
SD34903,Dodge / Chrysler,TPS,Dodge,,,Ram 2500,94-96,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE AIRE Y COMBUSTIÓN - LÍNEA SENSORES DE POSICIÓN (TPS),,/web/4/css/assets/product/sensores/chrysler/101.png
SD34903,Dodge / Chrysler,TPS,Dodge,,,Ramcharger,92,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE AIRE Y COMBUSTIÓN - LÍNEA SENSORES DE POSICIÓN (TPS),,/web/4/css/assets/product/sensores/chrysler/101.png
SD34903,Dodge / Chrysler,TPS,Jeep,,,Grand Wagoneer,93,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE AIRE Y COMBUSTIÓN - LÍNEA SENSORES DE POSICIÓN (TPS),,/web/4/css/assets/product/sensores/chrysler/101.png
SD31996,Dodge / Hyundai,VSS,Dodge,,,i10,12-14,Sensor de Velocidad del Vehículo (VSS),SISTEMA DE CONTROL DINÁMICO Y TRANSMISIÓN - LÍNEA SENSORES DE VELOCIDAD (VSS),,/web/4/css/assets/product/sensores/chrysler/102.png
SD31996,Dodge / Hyundai,VSS,Dodge,,,Atos,05-12,Sensor de Velocidad del Vehículo (VSS),SISTEMA DE CONTROL DINÁMICO Y TRANSMISIÓN - LÍNEA SENSORES DE VELOCIDAD (VSS),,/web/4/css/assets/product/sensores/chrysler/102.png
SD31996,Dodge / Hyundai,VSS,Dodge,,,Attitude,06-08,Sensor de Velocidad del Vehículo (VSS),SISTEMA DE CONTROL DINÁMICO Y TRANSMISIÓN - LÍNEA SENSORES DE VELOCIDAD (VSS),,/web/4/css/assets/product/sensores/chrysler/102.png
SD31996,Dodge / Hyundai,VSS,Dodge,,,Verna,04-06,Sensor de Velocidad del Vehículo (VSS),SISTEMA DE CONTROL DINÁMICO Y TRANSMISIÓN - LÍNEA SENSORES DE VELOCIDAD (VSS),,/web/4/css/assets/product/sensores/chrysler/102.png
SD22260,Jeep / Chrysler,CKP,Jeep,,,Grand Cherokee,97-04,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/103.png
SD22260,Jeep / Chrysler,CKP,Jeep,,,TJ,97-02,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/103.png
SD22260,Jeep / Chrysler,CKP,Jeep,,,Wrangler,97-02,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/103.png
SD22265,Jeep / Chrysler,CKP,Jeep,,,Grand Cherokee,97-04,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/104.png
SD22265,Jeep / Chrysler,CKP,Jeep,,,TJ,97-02,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/104.png
SD22265,Jeep / Chrysler,CKP,Jeep,,,Wrangler,97-02,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/104.png
SD22338,Jeep / Chrysler,CKP,Jeep,,,Cherokee,91-92,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/105.png
SD22338,Jeep / Chrysler,CKP,Jeep,,,Cherokee,91-92,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/105.png
SD22338,Jeep / Chrysler,CKP,Jeep,,,Comanche,91-92,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/105.png
SD22338,Jeep / Chrysler,CKP,Jeep,,,Comanche,91-92,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/105.png
SD22338,Jeep / Chrysler,CKP,Jeep,,,Wrangler,91-92,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/105.png
SD22338,Jeep / Chrysler,CKP,Jeep,,,Wrangler,91-92,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/105.png
SD22402,Jeep / Chrysler,CKP,Jeep,,,Cherokee,86-00,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/106.png
SD22402,Jeep / Chrysler,CKP,Jeep,,,Comanche,86-00,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/106.png
SD22402,Jeep / Chrysler,CKP,Jeep,,,Comanche,87-00,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/106.png
SD22402,Jeep / Chrysler,CKP,Jeep,,,Wagoneer,87-00,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/106.png
SD22402,Jeep / Chrysler,CKP,Jeep,,,Wrangler,87-00,Sensor de Posición del Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE CIGÜEÑAL (CKP),,/web/4/css/assets/product/sensores/chrysler/106.png
SD22268,Jeep / Chrysler,CMP,Jeep,,,Cherokee,00-01,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/107.png
SD22268,Jeep / Chrysler,CMP,Jeep,,,Grand Cherokee,99-04,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/107.png
SD22268,Jeep / Chrysler,CMP,Jeep,,,TJ,01-04,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/107.png
SD22268,Jeep / Chrysler,CMP,Jeep,,,Wrangler,00-04,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/107.png
SD22469,Jeep / Chrysler,CMP,Jeep,,,TJ,05-06,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/108.png
SD22469,Jeep / Chrysler,CMP,Jeep,,,TJ Rubicon,05-06,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/108.png
SD22469,Jeep / Chrysler,CMP,Jeep,,,Wrangler,05-06,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/108.png
SD22469,Jeep / Chrysler,CMP,Jeep,,,Wrangler Rubicon,05-06,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/108.png
SD22469,Jeep / Chrysler,CMP,Jeep,,,Wrangler Sport,05-06,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/108.png
SD22469,Jeep / Chrysler,CMP,Jeep,,,Wrangler Unlimited,05-06,Sensor de Posición del Árbol de Levas (CMP),SISTEMA DE ENCENDIDO Y SINCRONIZACIÓN - LÍNEA SENSORES DE POSICIÓN DE ÁRBOL DE LEVAS (CMP),,/web/4/css/assets/product/sensores/chrysler/108.png
SDU3289,Dodge / Chrysler / Jeep,MAP,Dodge,,,Dakota,97-99,Sensor de Presión Absoluta del Múltiple (MAP),SISTEMA DE GESTIÓN DE AIRE Y ADMISIÓN - LÍNEA SENSORES DE PRESIÓN ABSOLUTA (MAP),,/web/4/css/assets/product/sensores/chrysler/109.png
SDU3289,Dodge / Chrysler / Jeep,MAP,Dodge,,,Neon,96-99,Sensor de Presión Absoluta del Múltiple (MAP),SISTEMA DE GESTIÓN DE AIRE Y ADMISIÓN - LÍNEA SENSORES DE PRESIÓN ABSOLUTA (MAP),,/web/4/css/assets/product/sensores/chrysler/109.png
SDU3289,Dodge / Chrysler / Jeep,MAP,Dodge,,,Ram 1500 / 2500 / 3500,97-99,Sensor de Presión Absoluta del Múltiple (MAP),SISTEMA DE GESTIÓN DE AIRE Y ADMISIÓN - LÍNEA SENSORES DE PRESIÓN ABSOLUTA (MAP),,/web/4/css/assets/product/sensores/chrysler/109.png
SDU3289,Dodge / Chrysler / Jeep,MAP,Dodge,,,Stratus,97-99,Sensor de Presión Absoluta del Múltiple (MAP),SISTEMA DE GESTIÓN DE AIRE Y ADMISIÓN - LÍNEA SENSORES DE PRESIÓN ABSOLUTA (MAP),,/web/4/css/assets/product/sensores/chrysler/109.png
SDU3289,Dodge / Chrysler / Jeep,MAP,Jeep,,,Grand Cherokee,97-98,Sensor de Presión Absoluta del Múltiple (MAP),SISTEMA DE GESTIÓN DE AIRE Y ADMISIÓN - LÍNEA SENSORES DE PRESIÓN ABSOLUTA (MAP),,/web/4/css/assets/product/sensores/chrysler/109.png
SD22329,Chrysler / Dodge,CKP,Chrysler,,,Crossfire,04-06,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/11.png
SD22329,Chrysler / Dodge,CKP,Dodge,,,Sprinter 2500,03-06,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/11.png
SD22329,Chrysler / Dodge,CKP,Dodge,,,Sprinter 2500,07,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/11.png
SD22329,Chrysler / Dodge,CKP,Dodge,,,Sprinter 2500,07,Sensor de Posición de Cigüeñal (CKP),SISTEMA DE ENCENDIDO Y EMISIONES - LÍNEA CHRYSLER / DODGE,,/web/4/css/assets/product/sensores/chrysler/11.png
SD8430,Jeep / Chrysler,IAC,Jeep,,,Cherokee,91-97,Válvula de Control de Aire en Marcha Mínima (IAC),SISTEMA DE GESTIÓN DE AIRE Y RALENTÍ - LÍNEA VÁLVULAS DE CONTROL DE AIRE (IAC),,/web/4/css/assets/product/sensores/chrysler/110.png
SD8430,Jeep / Chrysler,IAC,Jeep,,,Comanche,91-92,Válvula de Control de Aire en Marcha Mínima (IAC),SISTEMA DE GESTIÓN DE AIRE Y RALENTÍ - LÍNEA VÁLVULAS DE CONTROL DE AIRE (IAC),,/web/4/css/assets/product/sensores/chrysler/110.png
SD8430,Jeep / Chrysler,IAC,Jeep,,,Grand Cherokee,93-97,Válvula de Control de Aire en Marcha Mínima (IAC),SISTEMA DE GESTIÓN DE AIRE Y RALENTÍ - LÍNEA VÁLVULAS DE CONTROL DE AIRE (IAC),,/web/4/css/assets/product/sensores/chrysler/110.png
SD8430,Jeep / Chrysler,IAC,Jeep,,,Wrangler,91-97,Válvula de Control de Aire en Marcha Mínima (IAC),SISTEMA DE GESTIÓN DE AIRE Y RALENTÍ - LÍNEA VÁLVULAS DE CONTROL DE AIRE (IAC),,/web/4/css/assets/product/sensores/chrysler/110.png
SD14080,Jeep / Chrysler,TPS,Jeep,,,Cherokee (Transmisión Automática),87-90,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE COMBUSTIBLE - LÍNEA SENSORES DE POSICIÓN DEL ACELERADOR (TPS),,/web/4/css/assets/product/sensores/chrysler/111.png
SD14080,Jeep / Chrysler,TPS,Jeep,,,Comanche (Transmisión Automática),87-90,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE COMBUSTIBLE - LÍNEA SENSORES DE POSICIÓN DEL ACELERADOR (TPS),,/web/4/css/assets/product/sensores/chrysler/111.png
SD14080,Jeep / Chrysler,TPS,Jeep,,,Wagoneer (Transmisión Automática),87-90,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE COMBUSTIBLE - LÍNEA SENSORES DE POSICIÓN DEL ACELERADOR (TPS),,/web/4/css/assets/product/sensores/chrysler/111.png
SD258,Jeep / Chrysler,TPS,Jeep,,,Cherokee (Transmisión Manual),87-90,Sensor de Posición del Acelerador (TPS),SISTEMA DE GESTIÓN DE COMBUSTIBLE - LÍNEA SENSORES DE POSICIÓN DEL ACELERADOR (TPS),,/web/4/css/assets/product/sensores/chrysler/112.png
